level_0,index,Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return,wandb_version,eval_interval,num_iterations,eval_steps,policy_save_interval,collect_steps,summary_interval,train_num_steps,train_batch_size,env_batch_size,num_learn_samples,root_dir,gpus,n_collect_envs,n_eval_envs,n_video_envs,expand_all_actions,max_tree_size,meta_discount,meta_time_limit,seed,computational_rewards,max_cost_of_computation,finish_on_terminate,min_train_computation_steps,object_discount,agent,transformer_d_model,transformer_n_layers,transformer_n_heads,n_lstm_layers,pretrained_percentile,pretrained_run,pretrained_runs_folder,object_level_config,_wandb,min_computation_steps,random_cost_of_computation,cost_of_computation,action_repeats,agent_name,collect_steps_per_iteration,discount,env,epsilon,epsilon_decay_steps,epsilon_schedule,experience_batch_size,final_epsilon,frame_stack,grayscale,initial_collect_steps,initial_epsilon,learning_rate,max_epochs,metrics,model_config,name,optimiser_config,procgen_env_name,replay_buffer_capacity,run_dir,target_network_update_period,train_steps_per_epoch,video_seconds,pretrained_epoch,pretrained_return,pretrained_path,return,steps,n_computations,total_computational_cost,Time-Dependent Utility,n_envs,n_episodes,max_steps,no_video,video_fps,video_steps,Normalized Return,Environment
733,6,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,23.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,1.0,,,,,,,0.5662650602409639,BigFish
735,8,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,100.5,20.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.5,,2.41,,,,,,,0.4939759036144578,BigFish
736,9,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,31.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,8.75,,,,,,,0.7530120481927711,BigFish
739,12,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,24.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,2.0,,,,,,,0.5903614457831325,BigFish
737,10,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,31.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,8.75,,,,,,,0.7530120481927711,BigFish
731,4,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,27.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,5.25,,,,,,,0.6686746987951807,BigFish
740,13,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,60.75,10.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.75,,-0.4350000000000005,,,,,,,0.25301204819277107,BigFish
741,14,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,32.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,9.75,,,,,,,0.7771084337349398,BigFish
743,16,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,27.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,4.5,,,,,,,0.6506024096385542,BigFish
744,17,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,33.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,10.5,,,,,,,0.7951807228915663,BigFish
745,18,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,33.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,11.0,,,,,,,0.8072289156626506,BigFish
746,0,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,27.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,5.25,,,,,,,0.6686746987951807,BigFish
747,1,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,24.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,2.25,,,,,,,0.5963855421686747,BigFish
748,2,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,111.5,31.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.5,,10.93,,,,,,,0.7469879518072289,BigFish
749,3,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,32.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,9.5,,,,,,,0.7710843373493976,BigFish
750,4,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,31.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,9.0,,,,,,,0.7590361445783133,BigFish
751,5,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,32.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,9.5,,,,,,,0.7710843373493976,BigFish
752,6,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,33.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,11.0,,,,,,,0.8072289156626506,BigFish
753,7,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,33.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,11.0,,,,,,,0.8072289156626506,BigFish
754,8,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,31.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,9.25,,,,,,,0.7650602409638554,BigFish
755,9,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,34.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,11.75,,,,,,,0.8253012048192772,BigFish
756,10,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,25.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,3.25,,,,,,,0.6204819277108434,BigFish
757,11,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,48.75,11.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.75,,2.9749999999999996,,,,,,,0.28313253012048195,BigFish
758,12,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,40.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,18.0,,,,,,,0.9759036144578314,BigFish
742,15,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,25.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,2.75,,,,,,,0.608433734939759,BigFish
550,550,,Random,0.75,125.0,24.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.75,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
540,540,,Random,0.75,12.0,0.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,,-2.4899999999999998,16.0,20.0,500.0,True,1.0,120.0,0.018072289156626505,BigFish
543,543,,Random,0.75,125.0,28.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-5.5,16.0,20.0,500.0,True,1.0,120.0,0.6807228915662651,BigFish
544,544,,Random,0.75,125.0,23.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-10.0,16.0,20.0,500.0,True,1.0,120.0,0.572289156626506,BigFish
545,545,,Random,0.75,125.0,24.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.75,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
546,546,,Random,0.75,125.0,25.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-8.75,16.0,20.0,500.0,True,1.0,120.0,0.6024096385542169,BigFish
547,547,,Random,0.75,125.0,24.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.75,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
548,548,,Random,0.75,125.0,28.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-5.25,16.0,20.0,500.0,True,1.0,120.0,0.6867469879518072,BigFish
549,549,,Random,0.75,125.0,24.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.75,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
551,551,,Random,0.75,125.0,24.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.75,16.0,20.0,500.0,True,1.0,120.0,0.5783132530120482,BigFish
552,552,,Random,0.75,125.0,26.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-7.0,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
553,553,,Random,0.75,125.0,21.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-12.0,16.0,20.0,500.0,True,1.0,120.0,0.5240963855421686,BigFish
554,554,,Random,0.75,125.0,26.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-7.0,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
555,555,,Random,0.75,125.0,25.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-8.5,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
556,556,,Random,0.75,125.0,21.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-12.0,16.0,20.0,500.0,True,1.0,120.0,0.5240963855421686,BigFish
557,557,,Random,0.75,125.0,35.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,1.5,16.0,20.0,500.0,True,1.0,120.0,0.8493975903614458,BigFish
558,558,,Random,0.75,75.5,20.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.5,,-0.384999999999998,16.0,20.0,500.0,True,1.0,120.0,0.4819277108433735,BigFish
559,559,,Random,0.75,125.0,24.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.25,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
560,560,,Random,0.75,125.0,22.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-11.25,16.0,20.0,500.0,True,1.0,120.0,0.5421686746987951,BigFish
561,561,,Random,0.75,125.0,27.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-6.5,16.0,20.0,500.0,True,1.0,120.0,0.6566265060240963,BigFish
562,562,,Random,0.75,125.0,25.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-8.5,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
563,563,,Random,0.75,125.0,21.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-12.25,16.0,20.0,500.0,True,1.0,120.0,0.5180722891566265,BigFish
542,542,,Random,0.75,125.0,22.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-11.25,16.0,20.0,500.0,True,1.0,120.0,0.5421686746987951,BigFish
541,541,,Random,0.75,54.75,10.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.75,,-4.782499999999999,16.0,20.0,500.0,True,1.0,120.0,0.24096385542168675,BigFish
538,538,,$A^*$,0.75,125.0,31.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.25,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
539,539,,$A^*$,0.75,125.0,31.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.5,16.0,20.0,500.0,True,1.0,120.0,0.7530120481927711,BigFish
520,520,,$A^*$,0.75,125.0,31.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.75,16.0,20.0,500.0,True,1.0,120.0,0.7469879518072289,BigFish
521,521,,$A^*$,0.75,125.0,34.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,0.25,16.0,20.0,500.0,True,1.0,120.0,0.8192771084337349,BigFish
522,522,,$A^*$,0.75,125.0,31.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.25,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
523,523,,$A^*$,0.75,125.0,30.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-3.75,16.0,20.0,500.0,True,1.0,120.0,0.7228915662650602,BigFish
524,524,,$A^*$,0.75,40.75,10.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.75,,-0.7524999999999995,16.0,20.0,500.0,True,1.0,120.0,0.2469879518072289,BigFish
525,525,,$A^*$,0.75,125.0,26.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-7.25,16.0,20.0,500.0,True,1.0,120.0,0.6385542168674698,BigFish
526,526,,$A^*$,0.75,125.0,26.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-7.5,16.0,20.0,500.0,True,1.0,120.0,0.6325301204819277,BigFish
527,527,,$A^*$,0.75,125.0,24.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.25,16.0,20.0,500.0,True,1.0,120.0,0.5903614457831325,BigFish
519,519,,$A^*$,0.75,125.0,26.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-7.75,16.0,20.0,500.0,True,1.0,120.0,0.6265060240963856,BigFish
528,528,,$A^*$,0.75,125.0,26.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-7.0,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
530,530,,$A^*$,0.75,125.0,23.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-10.25,16.0,20.0,500.0,True,1.0,120.0,0.5662650602409639,BigFish
531,531,,$A^*$,0.75,125.0,31.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.5,16.0,20.0,500.0,True,1.0,120.0,0.7530120481927711,BigFish
533,533,,$A^*$,0.75,125.0,31.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.25,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
534,534,,$A^*$,0.75,125.0,26.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-7.0,16.0,20.0,500.0,True,1.0,120.0,0.6445783132530121,BigFish
535,535,,$A^*$,0.75,125.0,31.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.25,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
536,536,,$A^*$,0.75,125.0,25.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-8.5,16.0,20.0,500.0,True,1.0,120.0,0.608433734939759,BigFish
537,537,,$A^*$,0.75,125.0,27.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-6.25,16.0,20.0,500.0,True,1.0,120.0,0.6626506024096386,BigFish
529,529,,$A^*$,0.75,125.0,27.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-6.5,16.0,20.0,500.0,True,1.0,120.0,0.6566265060240963,BigFish
518,518,,$A^*$,0.75,125.0,30.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-3.5,16.0,20.0,500.0,True,1.0,120.0,0.7289156626506024,BigFish
532,532,,$A^*$,0.75,125.0,31.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.25,16.0,20.0,500.0,True,1.0,120.0,0.7590361445783133,BigFish
516,516,,$A^*$,0.75,125.0,31.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.75,16.0,20.0,500.0,True,1.0,120.0,0.7469879518072289,BigFish
517,517,,$A^*$,0.75,125.0,32.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,run-16823527592836354,runs,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-1.0,16.0,20.0,500.0,True,1.0,120.0,0.7891566265060241,BigFish
738,11,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,67.75,11.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609.75,,-6.5425,,,,,,,0.28313253012048195,BigFish
727,0,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,31.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.25,,,,,,,0.7590361445783133,BigFish
728,1,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,28.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-5.5,,,,,,,0.6807228915662651,BigFish
729,2,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,34.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,0.5,,,,,,,0.8253012048192772,BigFish
730,3,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,30.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-3.5,,,,,,,0.7289156626506024,BigFish
734,7,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,37.0,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,3.25,,,,,,,0.891566265060241,BigFish
732,5,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,27.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-6.5,,,,,,,0.6566265060240963,BigFish
733,6,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,23.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-10.25,,,,,,,0.5662650602409639,BigFish
735,8,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,100.5,20.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.5,,-6.634999999999998,,,,,,,0.4939759036144578,BigFish
736,9,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,31.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.5,,,,,,,0.7530120481927711,BigFish
739,12,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,24.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-9.25,,,,,,,0.5903614457831325,BigFish
737,10,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,31.25,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-2.5,,,,,,,0.7530120481927711,BigFish
731,4,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,125.0,27.75,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.0,,-6.0,,,,,,,0.6686746987951807,BigFish
740,13,guher2s1/devoted-frost-278,RLTS ($c_{max}=0.002$),0.75,60.75,10.5,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.75,,-5.9025,,,,,,,0.25301204819277107,BigFish
